gene	tissue	cos.part	sin.part	amp	phase	pval	int.array	int.rnaseq	pval.adj	relamp
Fut1	BS	0.184444152168726	0.0719606299823069	0.197984791175208	1.42087826432818	0.636944871045185	7.18881099065606	1.64977212238569	1	0.200557507622857
Lgmn	BS	0.0133372394543405	0.0106062890797216	0.0170404027037227	2.56620525714088	0.637049262570333	13.7499127937466	13.7688122149966	1	0.0172618344816396
Olfr417	BS	-0.045568454657023	-0.00515647792672988	0.04585927740859	12.4304044329946	0.63713511933845	3.34573314797014	4.61867049362353e-16	1	0.0464551965020015
Slc23a1	BS	-0.0545340463479408	0.0725396466372393	0.0907522040797627	8.46234730232295	0.637161103084597	5.67597398885065	5.65958263578091	1	0.0919314850069013
Dnajc8	BS	-0.0279395898545336	0.0482071487219981	0.0557184876781881	8.00636318965792	0.637267740870027	13.8498667767124	13.7766730810623	1	0.0564425224327616
Myo1g	BS	-0.0555083665802694	0.072310133722076	0.091158840489083	8.5007595832642	0.637324825819016	6.97791324636424	5.37201948049459	1	0.0923434054593658
Gm10676	BS	-0.100463045150439	0.0327879941986489	0.10567817184485	10.7949958463503	0.637387918174334	6.73433045501418	6.68360195812126	1	0.107051408492216
Nub1	BS	-0.0395290859740775	-0.000582413360896983	0.0395333763201293	12.0562748708725	0.63743563182577	11.9422110817862	12.047520134236	1	0.0400470933934771
Actr5	BS	0.0308711481585134	-0.0621418417444103	0.0693875801855939	19.7611671229541	0.637481652661639	8.09735625712874	8.9677753039855	1	0.0702892381753133
Syne3	BS	-0.0528018856908771	0.0353717204762159	0.0635546830844117	9.7454710796016	0.637745646915761	6.619772201245	7.79174235907948	1	0.0643805454020465
Fignl1	BS	-0.0754378820814205	-0.0385975369967031	0.084738680159312	13.8064267998469	0.637755145596895	5.81621674832386	6.27403201048179	1	0.0858398182563541
Mthfsd	BS	0.0301889061597882	0.0466291015577148	0.0555485658429107	3.80532792830623	0.637856705508092	11.5622505957066	12.0140507118655	1	0.0562703925455533
Cap1	BS	0.0147688000094163	-0.0164811004074927	0.0221301632248837	20.7909122343469	0.637878663011216	12.9338732622395	13.2632159687606	1	0.0224177339750401
Ireb2	BS	-0.0505230881677566	-0.0280416654716781	0.0577833664684952	13.9354297631106	0.637970317794768	10.2924250599023	11.2008454140821	1	0.0585342333226187
Zfp92	BS	0.0455914554598163	0.0223373448919781	0.0507694572333366	1.74015683921535	0.637978622299174	6.57064906600614	7.34492672454445	1	0.0514291817348355
Fam50b	BS	-0.0751809400183083	-0.151088550737736	0.16875995942778	16.2363521335439	0.638037808901169	3.8005625134199	1.00719798381057	1	0.170952913344832
Igsf1	BS	-0.0219002604344622	0.0506844716396214	0.0552135587739539	7.55791311361352	0.638099635468416	10.2435026353517	10.5800933099217	1	0.0559310322220294
Maea	BS	0.021197762984446	0.0381833477448595	0.043672797031443	4.06418913074357	0.638118855923259	12.297533337594	12.4982419999271	1	0.0442403038715932
Noxo1	BS	-0.089341120492726	0.0335135859847428	0.0954201040475881	10.6291972123422	0.638173682263276	7.48654724815403	7.62822918331868	1	0.0966600420734458
Fmnl3	BS	0.0333802576779175	0.0408219776285396	0.0527321103327864	3.3818017956885	0.638358332161345	8.39335111662762	9.04679178445971	1	0.053417338560506
Lipf	BS	0.0181888004545985	0.0641748796720846	0.066702680927409	4.94506101838371	0.638380470113261	4.36526619333253	1.05338541364745e-15	1	0.067569449951967
Ube2u	BS	-0.170703794560654	-0.0825194272058578	0.189602851623568	13.7199635187128	0.638431027161106	5.14179000673806	3.66132652064858	1	0.192066648827372
Cfhr1	BS	-0.20725474618303	-0.0236845825107481	0.208603665509743	12.4346229923574	0.6384316369615	4.06807361951385	1.55724142059973	1	0.211314369085059
Cobll1	BS	-0.015801688510287	-0.0283058370559836	0.0324178002217305	16.0551753661861	0.63851009809045	9.82651976472219	10.2612910808173	1	0.0328390538308183
Emilin1	BS	-0.126169353181426	0.0330902650314086	0.130436464694764	11.0202732044703	0.638544432699679	8.23943119236741	7.36779748740415	1	0.132131423363566
Nkiras2	BS	-0.0673748839958561	0.0253314266382275	0.0719795538259509	10.6263252772021	0.638600767849511	8.57862878867329	9.4571628657876	1	0.0729148932574459
Olfr603	BS	-0.0239811734275428	-0.0136740130418547	0.0276057115762426	13.9794463111695	0.638675228114049	0.449792324016858	4.64379536253008e-17	1	0.0279644344245972
Gm6065	BS	0.251952211771219	0.212536311606172	0.329623422662233	2.67663826859077	0.638684967522518	4.96530676280471	1.93487184807339	1	0.33390671935376
Rpap3	BS	0.0211208046379702	0.0669468083982903	0.070199455434303	4.83268169880385	0.638695353666127	11.0507886890899	11.0355692558964	1	0.0711116633495667
