	init	U	tau.w	L	tau.s	tau.mrna	logL	bic	convergence	msg	min.tau	max.tau	UL.delta	genelab
Foxj1	1.55040180711596	2.04058209865598	9.12086101076751	0.804444026431232	6.03762981785858	0.910051491077146	15.7041375004451	-7.25616485647922	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.0376298	9.120861	1.23613807222475	NA
Sorcs3	4.68987798442307	5.28531583182744	25.8750528079552	4.04945012747915	7.94665492267005	1.01291060746333	10.6345775622313	2.88295501994822	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.9466549	25.8750528	1.23586570434829	NA
D8Ertd82e	4.35138637476254	4.83803413953923	7.45156795458521	3.60990497085045	4.82157470445964	0.959087757243456	9.43779811958258	5.27651390524574	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.8215747	7.451568	1.22812916868878	NA
Wbscr27	2.62619924102498	2.12169999243939	10.1685658192699	3.34787428889242	5.51389237148717	1.04179703203795	16.0134083928462	-7.87470664128151	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.5138924	10.1685658	-1.22617429645303	NA
Vgll3	1.35713772770802	0.800872376916289	19.5755693265867	2.02442666131608	1.707981049427	0.843953055770286	15.7439591208777	-7.33580809734448	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.707981	19.5755693	-1.22355428439979	NA
Lrrk2	5.3855004777374	5.83406269970986	9.42151244550807	4.61055643087494	0.509426155945488	1.07873569084019	16.0096053444773	-7.8671005445438	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5094262	9.4215124	1.22350626883492	NA
Cstad	1.92549561182424	1.45862182868294	3.78196520680808	2.6782839222446	0.480898346962988	0.942916736654224	5.71249227520673	12.7271255939974	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.7819652	-1.21966209356166	NA
Ldlr	3.22369248759667	2.63295145135625	11.4844313127269	3.85200979233687	0.546218217667082	0.920302203001135	8.04829391881246	8.05552230678598	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5462182	11.4844313	-1.21905834098063	NA
Tmem200b	2.62174486839115	3.25551838781206	14.22885423864	2.04299035017455	0.577973982952605	1.11661551919031	15.5754122204068	-6.9987142964028	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.577974	14.2288542	1.2125280376375	NA
2310039H08Rik	1.82651957884766	1.22225017285037	14.5781485646857	2.43055806945002	0.745315005303358	0.875990976011677	6.88406041792561	10.3839893085597	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.745315	14.5781486	-1.20830789659965	NA
Frzb	3.88109151561401	3.38088477659039	13.3176815193822	4.58850671583678	5.26911688358051	1.00239643225456	14.310393262956	-4.46867638150115	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.2691169	13.3176815	-1.20762193924639	NA
Wdr78	3.07767010684554	3.59324306049468	11.6526902787392	2.38736686298848	2.67175304306352	1.01521883976421	23.2065249238544	-22.2609397032979	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.671753	11.6526903	1.2058761975062	NA
Mical2	8.92808673966224	9.34965718354094	11.9088536869951	8.14521350651228	0.680000482633049	1.04700156184481	5.65227157215394	12.847567000103	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.6800005	11.9088537	1.20444367702866	NA
Skap1	1.21945018911009	0.624426077283109	18.091562762754	1.82265862416182	2.96003595431244	0.930760287386024	16.9606642938318	-9.76921844325263	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.960036	18.0915628	-1.19823254687871	NA
1700023F06Rik	1.94911639851678	1.42887534145637	19.0254105850455	2.62233012283945	8.74181119137886	0.999515527295602	9.25808530207572	5.63593954025947	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.7418112	19.0254106	-1.19345478138308	NA
Grasp	5.37546560199653	5.91922913873344	13.6319536642261	4.73556295912306	4.26499183827641	0.996590152302112	16.0871969037268	-8.02228366304266	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.2649918	13.6319537	1.18366617961038	NA
BC021891	0.831334440338948	0.455755493804965	5.67364376096474	1.63211886287342	1.23862305397491	0.929289218162171	14.5594663165982	-4.96682248878543	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2386231	5.6736438	-1.17636336906846	NA
Zfpm1	5.11936201097958	5.50802055254993	13.7141499703912	4.33239986546162	6.42086928843276	1.01173524580888	10.0711333801071	4.00984338419666	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.4208693	13.71415	1.17562068708831	NA
Creld2	4.17094049452517	4.85699615459618	8.618783007578	3.68299140012151	0.541073382070147	1.02075035250071	31.8811904739369	-39.6102708034629	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5410734	8.618783	1.17400475447467	NA
Gm20605	3.26368137686953	3.75675558850105	15.0298130669696	2.58379431312159	1.40268322286081	1.0796838897441	15.7601821934008	-7.36825424239075	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.4026832	15.0298131	1.17296127537946	NA
Gm7276	1.34965942528142	1.83508779472049	16.3043059417732	0.662619388318548	6.93249791160598	1.01348117186878	4.4128244783435	15.3264611877239	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.9324979	16.3043059	1.17246840640194	NA
Cirbp	6.34399111813208	6.00632563721644	4.08317271060688	7.17825810030976	2.2576286723359	1.01566534303973	26.9648374963615	-29.7775648483121	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.2576287	4.0831727	-1.17193246309332	NA
Cbln2	5.68171519062941	6.07669178381815	10.7402312733791	4.92988794701551	3.97969373212068	1.00817890041259	28.7394072647374	-33.3267043850638	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.9796937	10.7402313	1.14680383680263	NA
Kcns2	3.6251968782086	3.35528883618524	0.480898346962988	4.49665263801521	2.32085871794458	1.07339799924737	22.778712776091	-21.4053154077711	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.3208587	-1.14136380182997	NA
Ptchd2	4.36609227374311	4.83291160294237	17.9628034726297	3.69186799305081	5.55089520451587	1.01966434336322	8.50222414607486	7.14766185226118	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.5508952	17.9628035	1.14104360989156	NA
Pvr	3.19185237685537	3.68132407303262	16.8663862948496	2.54942325926258	1.13942153241959	1.09497265516165	19.3762377472878	-14.6003653501647	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1394215	16.8663863	1.13190081377004	NA
4933427I04Rik	1.4150820073086	0.918371490721181	16.4496793358695	2.04969336977936	8.30679033476178	1.02546982245516	17.7469113081075	-11.341712471804	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.3067903	16.4496793	-1.13132187905818	NA
Arid3b	3.21835608452569	3.92515026973145	10.4934350574315	2.79550117940395	3.09649190503108	0.927750922420899	4.01612117478961	16.1198677948317	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.0964919	10.4934351	1.12964909032749	NA
Stk40	4.64225546116636	5.11426358000702	9.3750444818372	3.9854821944487	3.88173862982452	0.981265956452034	12.0324785301863	0.08715308403821	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8817386	9.3750445	1.12878138555832	NA
Tmem232	1.56065606628738	1.06092447268109	7.8599730679669	2.18761312029513	0.480898346962988	0.868664667592926	17.9249368036986	-11.6977634629864	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	7.8599731	-1.12668864761403	NA
Gm960	1.38011258346774	0.951980332893048	8.45154396384878	2.07461157947334	4.9080205792177	1.08353577990589	26.8250731770488	-29.4980362096866	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.9080206	8.451544	-1.12263124658029	NA
Lsm11	3.80123463941679	4.28824197852275	14.0585351029657	3.16693461081324	5.06618702974746	0.999238945449086	31.4472855269091	-38.7424609094072	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.066187	14.0585351	1.12130736770951	NA
Rara	3.11540157065265	3.54493612443877	8.96695363053101	2.42413700792573	5.12935877825641	0.966962750536662	11.8333204562998	0.485469231811273	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.1293588	8.9669536	1.12079911651304	NA
Atp6ap1l	3.89991080543111	3.49812657508753	9.8447156345706	4.61866202033153	5.37219837680356	1.01177466232826	26.3301975652848	-28.5082849861587	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.3721984	9.8447156	-1.120535445244	NA
Arr3	2.06735800260442	1.83393440552803	5.44888118715387	2.95370146206301	2.54733930592252	0.980313263945782	8.99364607206466	6.16481800028157	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.5473393	5.4488812	-1.11976705653499	NA
Hist2h4	1.83707064131568	2.18982076607811	7.86583719505229	1.07335197743214	3.31980052862828	0.99471294975168	23.9588227092544	-23.765535274098	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.3198005	7.8658372	1.11646878864598	NA
Uap1l1	3.88264766468362	3.47070559987855	20.660679182349	4.58517492574247	5.222971582651	0.955251823788068	24.0076194214252	-23.8631286984395	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.2229716	20.6606792	-1.11446932586392	NA
Mycl	2.17088133632754	1.75309468986331	6.46180456096434	2.86727906517731	1.09895306588613	0.967054441700491	30.1532521757078	-36.1543942070048	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0989531	6.4618046	-1.114184375314	NA
Rbm11	2.21143130991382	1.71680462757624	7.51593254000518	2.82820788837152	0.812172697368959	0.955927265299629	34.5848973375296	-45.0176845306483	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.8121727	7.5159325	-1.11140326079527	NA
Bcor	3.97626329017865	4.35002816201146	7.61299137320822	3.23909946977921	3.69389838321446	0.985270191718777	15.8274928604833	-7.50287557655571	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.6938984	7.6129914	1.11092869223225	NA
Cdh24	2.92885934548247	3.32692885323999	10.9977308984115	2.21652764519287	1.88926216816688	1.05221147513622	23.1286269330807	-22.1051437217506	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.8892622	10.9977309	1.11040120804711	NA
Cdyl2	3.3329847164725	3.7510636098478	5.99795122740853	2.64617728653034	0.778215974365295	1.03978465381583	18.028324398002	-11.904538651593	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.778216	5.9979512	1.10488632331746	NA
Nt5c1a	2.36536837773745	2.78426100378649	14.5885679458728	1.68046064218412	5.13908787485843	1.02508444782727	22.466202964553	-20.7802957846951	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.1390879	14.5885679	1.10380036160237	NA
P4ha1	5.18816789664044	5.46712915333619	3.44389975593862	4.36452644197568	1.5800328465586	0.992966272263236	23.9731929281367	-23.7942757118625	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5800328	3.4438998	1.10260271136051	NA
Pdp1	7.37246266160848	7.72880475247129	7.37497873732018	6.63042069516729	2.71327687274533	0.999366190296205	30.4899136012435	-36.8277170580761	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.7132769	7.3749787	1.09838405730399	NA
Ccnd1	4.73408624850401	4.99701986802949	6.431217239606	3.902279129145	2.85494995912341	1.00709160445811	27.5287472239276	-30.9053843034444	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.85495	6.4312172	1.09474073888449	NA
Etv5	6.5550040257875	6.79971787979946	5.37977318991948	5.70667685707535	3.5611681189365	0.996398803248181	22.9809547496084	-21.8097993548059	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.5611681	5.3797732	1.09304102272411	NA
Sat2	3.5675523930225	3.09220306441594	9.00591032415967	4.18438094413531	0.908816754783351	0.964217341080564	32.3482092123138	-40.5443082802167	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9088168	9.0059103	-1.09217787971937	NA
Rbm28	6.067119660429	6.39840070850952	5.966583661671	5.30689225694296	2.77714357405931	0.99250916173242	38.8141604968448	-53.4762108492788	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.7771436	5.9665837	1.09150845156656	NA
Mtmr11	3.54102918087196	4.10246115470975	29.8018053191983	3.01116113184683	6.16675864309431	1.02821717569518	18.2546417696061	-12.3571733948014	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.1667586	29.8018053	1.09130002286292	NA
Cln6	3.33983420567207	2.9113834032304	9.9728984796708	4.00226721632903	3.60624319958441	1.00567712747239	29.0189074729334	-33.8857048014559	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.6062432	9.9728985	-1.09088381309863	NA
Pcolce2	1.90987906923815	1.66322876310677	7.12135169581579	2.75362974988429	5.040766071734	1.00105392780713	-1.88128070200313	27.9146715484172	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.0407661	7.1213517	-1.09040098677751	NA
Asb11	2.66947020016257	2.32799457241021	8.3392707004113	3.41769315704294	1.14228069244008	0.934390420338875	24.3775201264764	-24.6029301085419	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1422807	8.3392707	-1.08969858463272	NA
Slc5a3	3.05992829026337	3.35003141655761	4.80265165854195	2.2615364383389	2.85625028007394	0.978860975489864	25.2842439537901	-26.4163777631692	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.8562503	4.8026517	1.08849497821871	NA
H2-T23	4.51410021316086	4.98061595159065	14.3270174442592	3.89281963439133	3.87778002234659	1.00862336439732	26.698708392082	-29.2453066397531	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.87778	14.3270174	1.08779631719931	NA
Strip2	3.67644494332348	3.38268477980271	8.04402971900554	4.47010436781679	1.20116797386906	0.945561136443621	28.4558252881685	-32.759540431926	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.201168	8.0440297	-1.08741958801409	NA
Zwilch	2.48440185360072	2.25969384846823	5.37318601307083	3.34460211645904	5.11136219880352	1.02080036397265	9.76904673436975	4.61401667567139	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.1113622	5.373186	-1.08490826799081	NA
Dhodh	3.74855435387643	3.4487458684731	10.5390645111532	4.53041661190896	3.77351974476493	0.97362842918001	33.2508548834202	-42.3495996224296	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7735197	10.5390645	-1.08167074343585	NA
Sbk3	1.04880222810634	1.59223558364907	28.1040043270683	0.510614208179415	0.480898346962988	1.62346871097296	25.7967017115954	-27.44129327878	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	28.1040043	1.08162137546966	NA
Otub2	4.74232292889	5.10081577701078	5.46542421813546	4.02039434992695	0.981765444244677	1.01967158678954	31.0756040087146	-37.9990978730182	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.9817654	5.4654242	1.08042142708383	NA
Hsph1	7.99764563788658	8.40949019101099	8.26333784617905	7.33371870847611	5.80193142568538	0.983294832307375	30.8404256300898	-37.5287411157688	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.8019314	8.2633378	1.07577148253488	NA
Ccl28	1.68826084383856	1.29571380607116	8.26332572459744	2.37021053403921	11.4441300421514	1.13058890732596	6.72263064458059	10.7068488552497	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	8.2633257	11.44413	-1.07449672796805	NA
Cpsf4l	2.64369166583912	3.02100206092702	7.34048648020372	1.94729946036778	4.64567641263089	0.958331406533198	24.2155268120714	-24.2789434797319	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.6456764	7.3404865	1.07370260055925	NA
Cys1	4.48499221881709	4.56534961620312	0.568904653696929	3.49414898425365	0.480898346962988	1.00325646132009	18.2843963296536	-12.4166825148964	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.5689047	1.07120063194947	NA
Tmem74b	2.35236668194828	2.35924494268967	0.480898346962988	3.42849756571976	0.480898346962988	0.963731910563712	8.93132985947386	6.28945042546317	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.4808983	-1.06925262303009	NA
Hs3st2	5.14860774330081	5.44173938554608	7.13608111849727	4.37351504006198	12.868248347151	0.971906039410323	26.2607252640152	-28.3693403836196	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	7.1360811	12.8682483	1.0682243454841	NA
9930012K11Rik	0.990588787414337	0.642014965695188	14.4077428596585	1.705990865021	1.05269076769086	0.741685279184855	15.4967512795016	-6.84139241459233	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.0526908	14.4077429	-1.06397589932581	NA
Thap3	4.03076929941672	3.5728618226337	10.9701431211972	4.63413459915266	3.8666008990676	1.00692299870173	42.0206941372573	-59.8892781301038	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.8666009	10.9701431	-1.06127277651895	NA
Crip3	2.96212425821539	2.9028539431215	0.725859063174891	1.84348573576237	0.480898346962988	1.06770907538775	1.89724378211844	20.357622580174	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	0.7258591	1.05936820735913	NA
Lig1	2.78675132634633	2.38416798413627	9.19384143087219	3.44331033410669	5.92535318933081	1.03747917469759	31.3501016094124	-38.5480930744138	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.9253532	9.1938414	-1.05914234997042	NA
Gm17641	0.810375524117643	0.26250187963776	10.5727046010036	1.31372518311118	2.86590816991712	1.14482073477897	7.79371297791916	8.56468418857257	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.8659082	10.5727046	-1.05122330347342	NA
Htr1b	2.59687755704211	2.8969890918711	5.54741199912123	1.85029448271435	1.24033707008419	1.03609164169015	14.886628982083	-5.62114781975516	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.2403371	5.547412	1.04669460915675	NA
Flywch2	3.43967234199117	3.02622802317163	13.93627254694	4.07241264018561	4.50347252185602	0.987618183705061	22.7942445668088	-21.4363789892067	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.5034725	13.9362725	-1.04618461701398	NA
Robo3	5.46972716847795	5.84856385292188	17.2387759759132	4.80305019746406	5.93454054028141	1.01919307357785	11.6896602986272	0.772789547156563	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.9345405	17.238776	1.04551365545782	NA
H2-T24	3.83407129946297	4.21670673787884	14.2592969409724	3.17318590194449	1.53865554314264	1.064980288409	15.8362778192052	-7.52044549399957	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.5386555	14.2592969	1.04352083593434	NA
Gmppb	3.36004980649336	3.80978316546764	12.9434176909814	2.76697254452688	6.14247482729666	0.985617577124583	20.1960931141794	-16.2400760839479	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.1424748	12.9434177	1.04281062094077	NA
Relb	2.29356722901314	2.57469325054831	9.22617561743483	1.53516354354769	3.68332100428528	1.03096135960807	14.0676759407816	-3.98324173715232	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.683321	9.2261756	1.03952970700062	NA
Col4a2	4.83232969361241	5.16570012760747	11.6058599545344	4.12656761773497	5.5265370337077	1.00793754942525	31.7147923433074	-39.2774745422039	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.526537	11.60586	1.03913250987251	NA
Efcc1	2.39349109264613	2.08144455843595	9.19863497119735	3.11784009386507	6.9952365801223	1.01962515507434	32.6379461581716	-41.1237821719323	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	6.9952366	9.198635	-1.03639553542912	NA
Filip1	2.08372354230721	1.64020464313941	16.5421947431297	2.67413708198665	1.1067185896751	0.889502444431981	13.1488145591573	-2.14551897390378	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.1067186	16.5421947	-1.03393243884724	NA
Sbk1	5.3116745375381	5.6037126398646	4.0511072800158	4.57225478695144	1.63975942972615	0.993508415791278	29.6470561085943	-35.1420020727778	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6397594	4.0511073	1.03145785291316	NA
Itga10	2.2461970808905	2.34551517670823	3.96781556154898	1.31629731156211	0.57022656590173	1.20060856693509	9.20396536951837	5.74417940537416	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.5702266	3.9678156	1.02921786514612	NA
A830073O21Rik	2.72605958281086	2.35472015399534	0.480898346962988	3.38306637002683	2.79263197317664	1.14719547686925	13.612738598694	-3.07336705297717	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	2.792632	-1.02834621603149	NA
Galnt9	6.20511342064176	6.43250577716304	3.41010361100063	5.40442014832899	0.480898346962988	1.04071572178923	12.4878586355058	-0.823607126600667	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.4101036	1.02808562883406	NA
Lrrc6	2.71983791646602	2.41297837355865	7.06429804121436	3.43997378489572	5.59502914107408	1.03273858286135	21.6731316524618	-19.1941531605126	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.5950291	7.064298	-1.02699541133708	NA
Spred3	5.54872617103859	5.80827268634467	3.98105287927298	4.78193875118138	2.91673294159895	0.984890069555198	30.0802597209143	-36.0084092974177	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.9167329	3.9810529	1.0263339351633	NA
Fam43b	4.2578662772212	4.68157908892907	9.89858684271482	3.66014670348582	3.72389454137872	0.986776849469904	16.076165148001	-8.00022015159106	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.7238945	9.8985868	1.02143238544325	NA
Ankrd34c	3.22634594191683	2.82454469797269	7.1865801687673	3.84563391693098	3.07672614226982	1.03510752777707	20.607566581654	-17.0630230188971	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	3.0767261	7.1865802	-1.02108921895829	NA
Pfkfb3	4.79509994093306	5.21908240343568	4.13641125429753	4.19865016859693	0.92637797839622	0.988627321600281	31.5312077108989	-38.9103052773868	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.926378	4.1364113	1.02043223483875	NA
Fam53b	4.47974412341977	4.85813178005843	5.40701097137766	3.83785189422889	2.89972776734331	0.968350337396643	7.59568067541747	8.96074879357595	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	2.8997278	5.407011	1.02027988582954	NA
Hfe2	1.07072277626493	0.899996198504425	3.54200943375365	1.91880415850298	0.480898346962988	0.783766832110887	3.63256514787696	16.886979848657	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	0.4808983	3.5420094	-1.01880795999856	NA
Ptger3	1.70154980916931	1.31894965592815	13.9808203959611	2.33691007134245	5.78584401527011	0.983630748732795	29.6480896590193	-35.1440691736276	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	5.785844	13.9808204	-1.0179604154143	NA
Tmem198	5.9885031958877	6.37236126214573	14.2910921315181	5.35903154082955	1.60750207560159	1.03712808314263	31.285333963566	-38.418557782721	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	1.6075021	14.2910921	1.01332972131617	NA
Gcfc2	3.17847060398291	2.86779329168571	4.38881351981648	3.87865495704037	5.67433141062195	1.06437869030604	24.249022753578	-24.3459353627451	0	CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH	4.3888135	5.6743314	-1.01086166535466	NA
